ID,Type,Description,In_sample_length,Trend,Seasonality,sMAPE_ETS,sMAPE_Arima1,sMAPE_Arima2,Model,Compo,MAE_long,sMAPE_short,sMAPE_medium,sMAPE_long,MASE_naive,MASE_snaive,MASE_drift,sMAPE_ETS_cv,sMAPE_Arima1_cv,sMAPE_Arima2_cv,Model_cv,Compo_cv,MAE_long_cv,sMAPE_short_cv,sMAPE_medium_cv,sMAPE_long_cv,MASE_naive_cv,MASE_snaive_cv,MASE_drift_cv,MAE_long_ETS,sMAPE_long_ETS,MASE_naive_ETS,MASE_snaive_ETS,MASE_drift_ETS,MAE_long_Arima,sMAPE_long_Arima,MASE_naive_Arima,MASE_snaive_Arima,MASE_drift_Arima
21,MICRO,SHIPMENTS (Code TD-AUTOUNITS),108,0,1,50.31332089,59.42728292,86.11077445,ETS,M;N;M;FALSE,3209.868107,124.3979396,126.7063265,102.5805927,1.213458771,1.019941144,1.212009982,66.20091196,75.0308775,80.65210501,ETS,M;N;M;FALSE,3209.868107,124.3979396,126.7063265,102.5805927,1.213458771,1.019941144,1.212009982,3209.868107,102.5805927,1.213458771,1.019941144,1.212009982,2747.164082,102.9145606,1.038538108,0.872916139,1.037298163
22,MICRO,SHIPMENTS (Code TD-AUTOUNITS),108,0,1,31.20162963,66.24611799,27.11891517,Arima(transform),0;1;0;1;12;0;1,159.6617895,11.4926187,15.37161849,13.1598163,0.296738483,1.056585372,0.305562176,30.75320734,49.25555587,25.06681799,Arima(transform),0;1;0;1;12;0;1,159.6617895,11.4926187,15.37161849,13.1598163,0.296738483,1.056585372,0.305562176,359.779708,29.614766,0.668666468,2.380895126,0.688549656,159.6617895,13.1598163,0.296738483,1.056585372,0.305562176
23,MICRO,SHIPMENTS (Code TD-AUTOUNITS),108,0,1,9.751259979,12.68990733,13.61151723,ETS,M;N;M;FALSE,248.5395779,11.89129204,7.665891853,9.316060943,0.637280969,0.748112442,0.650743919,12.37267589,14.47235021,12.22587832,Arima(transform),1;0;2;0;12;0;1,359.5185982,15.27361592,12.79970359,13.60604683,0.921842559,1.082163005,0.941317047,248.5395779,9.316060943,0.637280969,0.748112442,0.650743919,359.5185982,13.60604683,0.921842559,1.082163005,0.941317047
24,MICRO,SHIPMENTS (Code TD-AUTOUNITS),108,1,0,35.8326759,25.22954495,19.46945253,Arima(transform),0;1;1;0;12;1;0,252.2960353,20.29793555,19.43083675,26.46294378,0.754373527,0.609983699,1.242227584,40.49189493,27.05139522,24.53092587,Arima(transform),0;1;1;0;12;1;0,252.2960353,20.29793555,19.43083675,26.46294378,0.754373527,0.609983699,1.242227584,473.3429098,41.99289297,1.415311026,1.144415363,2.330593972,252.2960353,26.46294378,0.754373527,0.609983699,1.242227584
25,MICRO,SHIPMENTS (Code TD-AUTOUNITS),108,0,1,34.92673917,38.68369581,38.39215188,ETS,M;N;M;FALSE,1457.558649,46.37576003,48.72406857,49.68441076,1.818160477,0.971346008,1.671205728,29.71609016,28.45567079,30.77665562,Arima,1;0;0;0;12;0;0,1542.355362,53.65158976,47.7886736,52.8999396,1.923936002,1.02785622,1.768431835,1457.558649,49.68441076,1.818160477,0.971346008,1.671205728,1312.173375,47.18243678,1.636806705,0.874458377,1.504510067
26,MICRO,SHIPMENTS (Code TD-AUTOUNITS),108,1,0,12.10243156,10.43542917,10.46171245,Arima,2;0;1;2;12;1;0,219.9347196,7.211897094,7.525740325,8.664529938,0.429373639,0.632400152,0.447093505,10.05606604,10.76464432,10.55768753,ETS,M;N;M;FALSE,189.5523579,10.31163958,7.772037854,7.518504009,0.370058833,0.545038729,0.38533083,189.5523579,7.518504009,0.370058833,0.545038729,0.38533083,250.3724464,9.868848212,0.488796533,0.719920772,0.508968728
27,MICRO,SHIPMENTS (Code TD-AUTOUNITS),108,1,0,29.87881339,69.35849071,23.10513517,Arima(transform),0;1;0;0;12;1;0,462.1217256,15.58593098,26.63142494,28.85832075,2.212284857,1.014413544,0.39947866,44.6668238,47.39219014,24.92306665,Arima(transform),0;1;0;0;12;1;0,462.1217256,15.58593098,26.63142494,28.85832075,2.212284857,1.014413544,0.39947866,256.5306915,14.32276606,1.228072459,0.563116152,0.221756587,462.1217256,28.85832075,2.212284857,1.014413544,0.39947866
28,MICRO,SHIPMENTS (Code TD-AUTOUNITS),108,0,1,6.807813318,7.984488097,7.802135559,ETS,M;N;M;FALSE,198.9473463,4.8507342,5.934841331,5.318493087,0.484580816,0.90202827,0.553573621,7.979589,8.69274587,6.974424699,Arima(transform),0;0;0;0;12;0;1,268.5327452,6.341946752,7.089390012,7.523760084,0.654071639,1.21752882,0.747195913,198.9473463,5.318493087,0.484580816,0.90202827,0.553573621,369.1364705,10.75149332,0.899114542,1.673666617,1.027127109
29,MICRO,SHIPMENTS (Code TD-AUTOUNITS),108,1,1,23.21593639,34.30508775,29.80124836,ETS,M;A;M;TRUE,172.5525667,17.55869444,22.68676833,33.38891472,0.625694239,0.714339052,1.112489601,35.75800004,38.00559198,35.024813,Arima(transform),0;1;0;0;12;1;0,292.7207016,28.77709518,33.49547667,48.81813878,1.061436871,1.211815232,1.887243654,172.5525667,33.38891472,0.625694239,0.714339052,1.112489601,292.7207016,48.81813878,1.061436871,1.211815232,1.887243654
30,MICRO,SHIPMENTS (Code TD-AUTOUNITS),108,0,1,21.04637304,27.72535775,27.61241621,ETS,M;N;M;FALSE,870.5515688,33.78197623,24.31604353,23.0026524,0.506461805,0.704900056,0.408765456,29.00622989,37.27924825,41.22081337,ETS,M;N;M;FALSE,870.5515688,33.78197623,24.31604353,23.0026524,0.506461805,0.704900056,0.408765456,870.5515688,23.0026524,0.506461805,0.704900056,0.408765456,949.9847053,22.8663041,0.552673714,0.769218385,0.446063099
31,MICRO,SHIPMENTS (Code TD-AUTOUNITS),108,0,0,21.78189093,19.88253105,21.39518745,Arima,1;0;1;0;12;0;0,1334.222071,26.26496726,26.54103028,26.61714643,0.895785053,1.09913031,0.898660848,22.07596313,22.30776115,24.13866754,ETS,M;N;M;FALSE,818.284531,22.62270788,17.74591295,17.15706252,0.549389092,0.674101673,0.55115283,818.284531,17.15706252,0.549389092,0.674101673,0.55115283,1526.034317,30.18899929,1.024566121,1.257144975,1.02785535
32,MICRO,SHIPMENTS (Code TD-AUTOUNITS),108,1,0,4.843708173,3.749703391,3.792408827,Arima,0;1;2;0;12;1;0,363.0433177,3.826102189,6.460075502,7.866540183,1.256688408,1.47845695,0.837130271,7.397310797,5.473706279,5.745178232,Arima,0;1;2;0;12;1;0,363.0433177,3.826102189,6.460075502,7.866540183,1.256688408,1.47845695,0.837130271,329.9973496,7.172832709,1.142298518,1.343880609,0.760930603,363.0433177,7.866540183,1.256688408,1.47845695,0.837130271
33,MICRO,SHIPMENTS (Code TD-AUTOUNITS),108,1,0,9.354265003,7.48959233,7.324184635,Arima(transform),0;1;2;0;12;1;0,278.61845,6.140057722,6.3683229,7.365689371,1.00302642,0.764501845,0.80587964,11.58067064,10.80640772,10.03804573,Arima(transform),0;1;2;0;12;1;0,278.61845,6.140057722,6.3683229,7.365689371,1.00302642,0.764501845,0.80587964,502.6499893,14.28082288,1.809539961,1.379222532,1.453871387,259.4942052,6.873056128,0.934179139,0.712026783,0.750564425
34,MICRO,SHIPMENTS (Code TD-AUTOUNITS),108,0,1,20.0601858,23.69845429,23.2850494,ETS,M;N;M;FALSE,1062.956683,27.38566404,32.62211501,36.49869703,1.001739282,1.534340039,0.902713346,57.17443201,31.62257278,31.36915663,Arima(transform),0;1;0;0;12;1;0,855.5225314,27.6047966,28.84905558,31.39774209,0.8062516,1.234916244,0.726550404,1062.956683,36.49869703,1.001739282,1.534340039,0.902713346,855.5225314,31.39774209,0.8062516,1.234916244,0.726550404
35,MICRO,SHIPMENTS (Code TD-AUTOUNITS),108,0,1,1.365790746,2.215319579,2.216779371,ETS,M;N;M;FALSE,113.3029035,2.545455823,2.048755107,1.810501574,0.918672191,0.864174688,1.028860878,2.575270649,2.614458605,2.807954945,ETS,M;N;M;FALSE,113.3029035,2.545455823,2.048755107,1.810501574,0.918672191,0.864174688,1.028860878,113.3029035,1.810501574,0.918672191,0.864174688,1.028860878,93.39214967,1.481780416,0.757233646,0.712313006,0.848058841
36,MICRO,SHIPMENTS (Code TD-AUTOUNITS),108,1,0,1.855995104,1.836170037,1.836168637,Arima(transform),0;1;0;0;12;1;0,144.1981579,2.541771272,2.24988128,2.194674477,0.926988158,0.888892754,0.908609737,2.960373921,3.014917544,3.047094555,ETS,A;N;N;FALSE,143.1541536,2.49382113,2.177923862,2.178689023,0.920276701,0.882457111,0.902031341,143.1541536,2.178689023,0.920276701,0.882457111,0.902031341,143.5982655,2.185486584,0.923131707,0.885194787,0.904829743
37,MICRO,SHIPMENTS (Code TD-AUTOUNITS),108,0,0,1.747135474,1.154451368,1.158358464,Arima,1;0;0;0;12;0;0,81.25100422,1.800044449,1.245088647,1.565869092,1.462518076,0.943560049,1.505429862,2.59073471,1.883411889,1.862551296,Arima(transform),1;0;0;0;12;0;0,79.02559419,1.767576605,1.205178113,1.523477716,1.422460695,0.917716578,1.464197156,82.32736767,1.586380173,1.481892618,0.956059754,1.525372873,79.02559419,1.523477716,1.422460695,0.917716578,1.464197156
38,MICRO,SHIPMENTS (Code TD-AUTOUNITS),108,1,0,21.02525867,21.00506678,16.71919233,Arima(transform),0;1;0;0;12;1;0,131.8343028,5.66988548,4.805566506,4.710360636,1.007650722,0.49489415,1.000819326,19.26633481,19.46932367,17.07942562,Arima(transform),0;1;0;0;12;1;0,131.8343028,5.66988548,4.805566506,4.710360636,1.007650722,0.49489415,1.000819326,193.6703012,6.873472787,1.480282557,0.727020943,1.470246941,131.8343028,4.710360636,1.007650722,0.49489415,1.000819326
39,INDUSTRY,"Rubber, natural, stocks",126,1,0,8.63915427,8.607595708,8.599425394,Arima(transform),1;0;0;0;12;1;0,350.5741763,2.763905662,8.426073827,7.644124304,0.99453667,0.293367512,0.753986017,14.64967827,14.82026165,14.95531524,ETS,A;N;N;FALSE,356.6787418,2.793319064,8.558853654,7.785263369,1.011854587,0.298475935,0.767115213,356.6787418,7.785263369,1.011854587,0.298475935,0.767115213,350.5741763,7.644124304,0.99453667,0.293367512,0.753986017
40,INDUSTRY,"Air carriers (certificated), passenger-load factor",126,0,1,2.707087636,2.855299239,2.27461797,Arima(transform),1;0;0;1;12;0;1,176.9759074,3.15802546,2.426931256,2.754842138,0.283665747,0.854039232,0.246461667,3.08828004,2.320262986,2.472065232,Arima,1;0;0;1;12;0;1,143.4355831,2.847829763,1.899205603,2.167212402,0.229905654,0.692182439,0.19975246,179.6334421,2.754374813,0.287925375,0.866863796,0.250162625,143.4355831,2.167212402,0.229905654,0.692182439,0.19975246
41,INDUSTRY,"Foreign travel, passports issued",116,0,1,27.96035587,14.06713564,32.89493074,Arima,3;2;0;1;12;0;1,750.3466652,12.48476866,18.85147632,25.82113072,0.811185584,0.988020481,0.730012125,11.90916771,14.95476986,14.72554281,ETS,M;N;M;FALSE,729.7577608,9.604786053,18.76036666,24.21073634,0.788927309,0.96091,0.709981184,729.7577608,24.21073634,0.788927309,0.96091,0.709981184,750.3466652,25.82113072,0.811185584,0.988020481,0.730012125
42,INDUSTRY,"Food and dairy products glass containers, shipments",126,0,1,5.869248155,6.107283075,6.127617435,ETS,M;N;A;FALSE,292.5084191,4.990571964,4.860678516,4.800173064,0.621036983,0.731372627,0.634994581,7.551406961,7.880736275,7.777536109,ETS,M;N;A;FALSE,292.5084191,4.990571964,4.860678516,4.800173064,0.621036983,0.731372627,0.634994581,292.5084191,4.800173064,0.621036983,0.731372627,0.634994581,342.8433413,5.574615803,0.727905183,0.857227413,0.744264607
43,INDUSTRY,"Five-sixteenth mobile home board, sales",126,1,1,13.66129294,13.11873308,14.04723105,Arima,0;1;0;1;12;1;1,1461.063895,12.29486993,12.49996462,18.80173244,1.082269552,0.575473744,1.361126931,12.87077775,13.48290468,14.43692976,ETS,A;A;A;TRUE,1779.081985,13.96919728,16.454835,23.59156193,1.317838508,0.700732511,1.657392542,1779.081985,23.59156193,1.317838508,0.700732511,1.657392542,1461.063895,18.80173244,1.082269552,0.575473744,1.361126931
44,INDUSTRY,"Lumber, imports, total sawmill",126,1,0,20.39812323,14.98788059,18.44126165,Arima,1;1;0;2;12;1;0,1682.39468,8.180968133,34.35463463,40.67751532,1.075356139,0.982388381,1.128150758,15.12305972,18.38529873,18.70485536,ETS,A;N;A;FALSE,1693.840925,7.543808339,34.31482171,41.12276931,1.082672371,0.989072103,1.135826181,1693.840925,41.12276931,1.082672371,0.989072103,1.135826181,1682.39468,40.67751532,1.075356139,0.982388381,1.128150758
45,INDUSTRY,"Lumber, softwoods, southern pine, unfilled orders",126,1,0,8.474547274,5.583450128,8.179810043,Arima,1;1;0;0;12;1;0,981.2256839,18.40515664,22.11173871,24.11928253,1.227811075,0.858632101,1.432167486,10.80921098,11.60112254,12.77467341,ETS,M;N;N;FALSE,976.7270352,18.4558953,22.03006805,23.99373079,1.2221819,0.85469551,1.425601394,976.7270352,23.99373079,1.2221819,0.85469551,1.425601394,981.2256839,24.11928253,1.227811075,0.858632101,1.432167486
46,INDUSTRY,"Passenger cars, total factory sales (from U.S. plants)",126,1,1,10.27841253,15.81344155,15.7127076,ETS,A;A;A;TRUE,299.1594572,6.28181563,4.959636332,6.656330497,0.316199074,0.834863601,0.260267409,16.56702654,19.82886239,21.5123118,ETS,A;A;A;TRUE,299.1594572,6.28181563,4.959636332,6.656330497,0.316199074,0.834863601,0.260267409,299.1594572,6.656330497,0.316199074,0.834863601,0.260267409,411.7133357,8.642795443,0.435163831,1.148967448,0.358188787
47,INDUSTRY,"Passenger cars, from Canada (new), imports (complete units)",126,0,1,9.823522442,11.77371058,13.49089217,ETS,A;N;A;FALSE,792.9203735,6.864595854,10.00118918,13.99326528,0.697413473,0.94708472,0.682669284,12.37907908,12.50678932,13.22745705,ETS,A;N;A;FALSE,792.9203735,6.864595854,10.00118918,13.99326528,0.697413473,0.94708472,0.682669284,792.9203735,13.99326528,0.697413473,0.94708472,0.682669284,630.6201927,10.96768031,0.554662276,0.753229162,0.542936025
48,INDUSTRY,"Trucks and buses, (0 - 10,000 lbs. GVW), domestics, retail sales",116,1,0,7.385881207,9.234180968,9.143522538,ETS,M;A;N;TRUE,693.8452845,10.0683339,13.18091845,17.75068501,1.282391942,0.77490942,1.824741792,8.455182221,12.83708136,14.91780676,ETS,M;A;N;TRUE,693.8452845,10.0683339,13.18091845,17.75068501,1.282391942,0.77490942,1.824741792,693.8452845,17.75068501,1.282391942,0.77490942,1.824741792,514.2828448,12.7712881,0.950517631,0.574368133,1.352511029
49,INDUSTRY,"Truck trailer bodies, detachable, sold separately, shipments",126,1,0,96.11492181,54.61751947,135.8418718,Arima,1;1;0;2;12;1;0,6827.319999,35.54261979,77.33795548,110.8000574,1.013331354,0.991262432,0.877301983,83.35916831,86.99803614,87.53849259,ETS,M;N;M;FALSE,6818.991989,43.77346108,77.57715962,111.2205793,1.012095286,0.990053283,0.876231845,6818.991989,111.2205793,1.012095286,0.990053283,0.876231845,6855.272228,112.2540249,1.017480108,0.995320832,0.880893809
50,INDUSTRY,"Nitric acid, production",126,0,1,3.930097325,4.677964266,4.666572166,ETS,A;N;A;FALSE,401.1098338,4.410401613,5.001505151,6.061533677,1.047892164,1.291588016,1.091620352,10.54224115,12.54581045,12.56718212,ETS,A;N;A;FALSE,401.1098338,4.410401613,5.001505151,6.061533677,1.047892164,1.291588016,1.091620352,401.1098338,6.061533677,1.047892164,1.291588016,1.091620352,522.7040269,7.809816851,1.365554787,1.683125668,1.42253893
51,INDUSTRY,"Nitrogen (high and low purity), production",126,1,0,5.496241088,3.661770868,3.853329207,Arima,0;1;0;0;12;1;0,192.9280587,2.791446228,2.847355487,3.08678972,0.487664133,0.895604141,0.840270706,6.112785078,5.556875532,5.83195565,Arima,0;1;0;0;12;1;0,192.9280587,2.791446228,2.847355487,3.08678972,0.487664133,0.895604141,0.840270706,153.1206824,2.45205946,0.387043053,0.710811679,0.666895343,192.9280587,3.08678972,0.487664133,0.895604141,0.840270706
52,INDUSTRY,"Paints, varnish, & lacquer, spec. purpose coatings, shpmnts",126,0,1,4.067322519,3.754363176,6.052970808,Arima,0;3;0;1;12;0;1,404.1532194,6.833835864,9.553179839,9.153322354,0.806872,0.608257354,0.770640282,7.14701777,5.525683584,6.933091357,Arima,0;3;0;1;12;0;1,404.1532194,6.833835864,9.553179839,9.153322354,0.806872,0.608257354,0.770640282,289.9446535,6.630161218,0.578860222,0.436371552,0.552867128,252.5265866,5.764858738,0.504156894,0.380056736,0.481518272
53,INDUSTRY,"Woodpulp, production, semi-chemical",126,0,1,5.892052966,4.531965058,4.567981742,Arima,1;1;0;1;12;0;1,75.10130274,2.143588465,2.110399901,2.194441107,0.590315917,0.590315917,0.544387665,3.774083567,3.098247721,3.121646718,Arima,1;1;0;1;12;0;1,75.10130274,2.143588465,2.110399901,2.194441107,0.590315917,0.590315917,0.544387665,117.1783802,3.458949233,0.92105277,0.92105277,0.849392254,86.80604162,2.513195821,0.682318231,0.682318231,0.629231938
54,INDUSTRY,"Groundwood paper uncoated, new orders",115,0,1,13.11011188,14.74120182,14.3526433,ETS,M;N;M;FALSE,724.3192762,8.794399542,10.10237608,9.823856022,0.918151195,0.724319276,0.888910711,12.90548748,12.62118749,12.79271911,Arima,0;1;0;2;12;1;0,963.6393849,11.03518134,11.64197326,13.35475499,1.221514713,0.963639385,1.182612971,724.3192762,9.823856022,0.918151195,0.724319276,0.888910711,963.6393849,13.35475499,1.221514713,0.963639385,1.182612971
55,INDUSTRY,"Newsprint, Canada, production",115,1,0,9.680982175,4.731487963,4.785517401,Arima,1;1;0;2;12;1;0,994.2427567,18.58614134,14.571442,13.46467652,1.164370177,1.205142735,1.17933243,6.233448763,6.492529183,6.428290231,ETS,A;N;A;FALSE,936.4363767,16.68016475,14.06502456,12.61985142,1.0966724,1.135074396,1.11076473,936.4363767,12.61985142,1.0966724,1.135074396,1.11076473,1000.232322,13.55350809,1.171384632,1.212402814,1.186437021
56,INDUSTRY,"Bituminous coal, consumption, total",123,1,1,2.09200709,2.170627767,2.13308389,ETS,M;A;M;TRUE,238.2845939,3.855802133,3.661685238,3.271627275,0.434892035,1.176810901,0.454520395,4.379667128,3.86033402,3.890275735,Arima,1;0;0;1;12;0;1,217.8952075,1.241441685,2.415889385,2.939173592,0.397679466,1.076114285,0.41562828,238.2845939,3.271627275,0.434892035,1.176810901,0.454520395,217.8952075,2.939173592,0.397679466,1.076114285,0.41562828
57,INDUSTRY,Gross input to crude oil distillation units,126,0,1,2.66656163,2.485220417,2.407978774,Arima(transform),1;2;2;0;12;0;1,88.47602739,1.770860937,1.872151285,2.120650632,0.70812294,0.946830257,0.626423304,1.899637127,2.357672924,2.290123179,ETS,A;N;A;FALSE,61.61085955,1.199806654,1.522990146,1.472054591,0.493106035,0.659331434,0.436213959,61.61085955,1.472054591,0.493106035,0.659331434,0.436213959,88.97796178,2.132558265,0.712140201,0.952201731,0.629977073
58,INDUSTRY,"Gasoline (incl. aviation), production",126,1,1,1.412175917,2.636873628,2.596868796,ETS,A;A;A;FALSE,122.9908036,3.129882616,2.467360112,2.791871319,0.746404068,0.917081386,0.871687209,2.279425036,2.721697902,2.64906276,ETS,A;A;A;FALSE,122.9908036,3.129882616,2.467360112,2.791871319,0.746404068,0.917081386,0.871687209,122.9908036,2.791871319,0.746404068,0.917081386,0.871687209,118.028729,2.65712564,0.716290331,0.880081658,0.836518913
59,INDUSTRY,"Liquefied gases, stocks (at plants and refineries)",126,1,1,5.873767025,6.198987786,6.60982255,ETS,A;A;A;FALSE,568.983675,6.074859006,8.91974116,10.81873222,0.540887571,1.165817433,0.537960113,8.323935817,5.604278003,6.298640163,Arima,2;0;0;1;12;0;1,501.5772435,5.311615101,7.276056418,9.376231765,0.476809632,1.027705223,0.474228985,568.983675,10.81873222,0.540887571,1.165817433,0.537960113,501.5772435,9.376231765,0.476809632,1.027705223,0.474228985
60,INDUSTRY,"Hosiery, shipments",126,0,1,5.883608019,7.502204447,7.450709932,ETS,M;N;M;FALSE,278.932771,5.530190526,5.163567675,5.036842668,0.786218271,0.581742854,0.756845187,7.139380727,6.230679258,6.270705891,Arima,1;1;0;1;12;0;1,392.0904977,7.524994407,6.893480341,7.046993212,1.105172089,0.81774488,1.063882903,278.932771,5.036842668,0.786218271,0.581742854,0.756845187,388.0988746,6.969691013,1.093921037,0.809419941,1.053052191
61,INDUSTRY,"Barley, exports (incl. malt)",126,0,0,49.73724127,73.81304799,95.54717361,ETS,A;N;N;FALSE,9397.002826,70.95062327,82.54270331,63.68813955,0.747111532,0.630530272,0.669918461,97.50864145,99.97052921,101.9162376,ETS,A;N;N;FALSE,9397.002826,70.95062327,82.54270331,63.68813955,0.747111532,0.630530272,0.669918461,9397.002826,63.68813955,0.747111532,0.630530272,0.669918461,8530.136135,62.94353299,0.678191035,0.572364312,0.608118969
62,INDUSTRY,"Wheat flour (millfeed), production",126,0,1,6.594795311,3.787090501,7.541339061,Arima,0;3;0;1;12;0;1,221.2261224,3.160543889,3.831268207,3.865115949,0.541042147,0.681861336,0.624932549,5.487484921,5.544482178,6.400092219,ETS,M;N;M;FALSE,194.9614351,2.386007606,3.218352416,3.413597255,0.476807858,0.600908533,0.550738517,194.9614351,3.413597255,0.476807858,0.600908533,0.550738517,221.2261224,3.865115949,0.541042147,0.681861336,0.624932549
